Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,month,day,hour
380,2020-01-17 00:00:00,01-16-2020 19:00,2020-01-17 14:11:00,Ghaziabad,148,6,36,F,Blunt Object,Other Crime,2,Yes,11-04-2020 00:00,1,17,14
381,2020-01-19 04:00:00,01-16-2020 20:00,2020-01-16 20:42:00,Surat,349,11,69,F,Blunt Object,Violent Crime,6,Yes,12-02-2020 04:00,1,19,20
382,2020-01-17 10:00:00,01-16-2020 21:00,2020-01-17 10:33:00,Mumbai,587,11,63,F,Poison,Violent Crime,3,Yes,01-04-2020 10:00,1,17,10
388,2020-01-19 16:00:00,01-17-2020 03:00,2020-01-18 01:17:00,Rajkot,454,18,59,F,Poison,Traffic Fatality,12,Yes,24-01-2020 16:00,1,19,1
389,2020-01-17 20:00:00,01-17-2020 04:00,2020-01-17 06:55:00,Pune,118,11,79,F,Other,Violent Crime,19,Yes,09-04-2020 20:00,1,17,6
392,2020-01-19 12:00:00,01-17-2020 07:00,2020-01-17 17:42:00,Delhi,409,12,54,F,Knife,Other Crime,17,Yes,10-03-2020 12:00,1,19,17
398,2020-01-19 15:00:00,01-17-2020 13:00,2020-01-18 00:41:00,Jaipur,367,15,78,F,Firearm,Violent Crime,1,Yes,27-02-2020 15:00,1,19,0
406,2020-01-19 01:00:00,01-17-2020 21:00,2020-01-18 01:42:00,Srinagar,522,2,14,F,Poison,Other Crime,7,Yes,25-03-2020 01:00,1,19,1
408,2020-01-18 17:00:00,01-17-2020 23:00,2020-01-18 16:06:00,Varanasi,491,5,52,F,Poison,Violent Crime,19,Yes,14-04-2020 17:00,1,18,16
410,2020-01-20 09:00:00,01-18-2020 01:00,2020-01-18 10:38:00,Chennai,505,17,49,F,Explosives,Other Crime,11,Yes,13-04-2020 09:00,1,20,10
411,2020-01-21 01:00:00,01-18-2020 02:00,2020-01-18 21:32:00,Kolkata,500,8,29,M,Poison,Fire Accident,7,Yes,08-03-2020 01:00,1,21,21
412,2020-01-20 14:00:00,01-18-2020 03:00,2020-01-18 20:04:00,Mumbai,129,13,46,M,Knife,Other Crime,17,Yes,28-03-2020 14:00,1,20,20
413,2020-01-20 02:00:00,01-18-2020 04:00,2020-01-18 21:47:00,Bangalore,213,20,60,F,Other,Violent Crime,12,Yes,19-02-2020 02:00,1,20,21
415,2020-01-20 09:00:00,01-18-2020 06:00,2020-01-18 07:58:00,Patna,371,20,52,F,Knife,Violent Crime,2,Yes,31-03-2020 09:00,1,20,7
417,2020-01-18 09:00:00,01-18-2020 08:00,2020-01-18 13:59:00,Thane,532,17,47,F,Explosives,Other Crime,9,Yes,15-04-2020 09:00,1,18,13
418,2020-01-21 02:00:00,01-18-2020 09:00,2020-01-19 04:50:00,Delhi,342,15,36,M,Knife,Violent Crime,2,Yes,16-07-2020 02:00,1,21,4
419,2020-01-18 17:00:00,01-18-2020 10:00,2020-01-18 18:29:00,Ludhiana,237,5,40,M,Knife,Violent Crime,16,Yes,21-03-2020 17:00,1,18,18
427,2020-01-20 11:00:00,01-18-2020 18:00,2020-01-19 12:57:00,Hyderabad,566,7,29,F,Explosives,Other Crime,15,Yes,08-04-2020 11:00,1,20,12
428,2020-01-19 00:00:00,01-18-2020 19:00,2020-01-18 20:36:00,Bangalore,250,8,33,F,Poison,Fire Accident,3,Yes,23-03-2020 00:00,1,19,20
430,2020-01-19 18:00:00,01-18-2020 21:00,2020-01-19 20:16:00,Delhi,471,2,46,F,Blunt Object,Other Crime,5,Yes,17-03-2020 18:00,1,19,20
431,2020-01-20 22:00:00,01-18-2020 22:00,2020-01-19 05:59:00,Jaipur,232,11,14,F,Other,Violent Crime,9,Yes,04-02-2020 22:00,1,20,5
435,2020-01-19 09:00:00,01-19-2020 02:00,2020-01-19 05:19:00,Jaipur,368,9,13,F,Poison,Other Crime,18,Yes,12-02-2020 09:00,1,19,5
436,2020-01-19 17:00:00,01-19-2020 03:00,2020-01-19 18:52:00,Delhi,523,2,53,F,Knife,Other Crime,7,Yes,02-06-2020 17:00,1,19,18
438,2020-01-21 17:00:00,01-19-2020 05:00,2020-01-20 00:09:00,Delhi,300,14,18,F,Other,Other Crime,10,Yes,29-01-2020 17:00,1,21,0
440,2020-01-21 03:00:00,01-19-2020 07:00,2020-01-20 01:19:00,Meerut,217,6,79,F,Firearm,Other Crime,10,Yes,05-04-2020 03:00,1,21,1
447,2020-01-22 00:00:00,01-19-2020 14:00,2020-01-19 19:39:00,Surat,567,13,35,F,Other,Other Crime,4,Yes,06-02-2020 00:00,1,22,19
449,2020-01-19 17:00:00,01-19-2020 16:00,2020-01-20 00:04:00,Pune,253,3,30,F,Explosives,Other Crime,15,Yes,18-03-2020 17:00,1,19,0
452,2020-01-20 12:00:00,01-19-2020 19:00,2020-01-19 21:05:00,Bhopal,551,8,68,M,Firearm,Fire Accident,11,Yes,26-02-2020 12:00,1,20,21
454,2020-01-22 09:00:00,01-19-2020 21:00,2020-01-19 21:25:00,Mumbai,192,4,70,F,Knife,Other Crime,13,Yes,06-02-2020 09:00,1,22,21
455,2020-01-22 07:00:00,01-19-2020 22:00,2020-01-20 16:26:00,Hyderabad,292,4,68,F,Poison,Other Crime,14,Yes,14-03-2020 07:00,1,22,16
457,2020-01-22 23:00:00,01-20-2020 00:00,2020-01-20 03:37:00,Pune,421,19,62,M,Knife,Other Crime,18,Yes,24-03-2020 23:00,1,22,3
458,2020-01-22 00:00:00,01-20-2020 01:00,2020-01-20 16:14:00,Mumbai,283,0,62,M,Poison,Fire Accident,6,Yes,02-02-2020 00:00,1,22,16
460,2020-01-20 09:00:00,01-20-2020 03:00,2020-01-21 00:18:00,Surat,284,3,58,M,Blunt Object,Other Crime,7,Yes,30-01-2020 09:00,1,20,0
463,2020-01-21 19:00:00,01-20-2020 06:00,2020-01-20 22:13:00,Visakhapatnam,441,3,54,M,Blunt Object,Other Crime,5,Yes,14-03-2020 19:00,1,21,22
464,2020-01-20 22:00:00,01-20-2020 07:00,2020-01-21 02:28:00,Pune,161,5,59,F,Explosives,Violent Crime,17,Yes,10-03-2020 22:00,1,20,2
466,2020-01-20 18:00:00,01-20-2020 09:00,2020-01-21 04:32:00,Indore,518,0,53,F,Other,Fire Accident,1,Yes,11-03-2020 18:00,1,20,4
467,2020-01-20 12:00:00,01-20-2020 10:00,2020-01-20 16:12:00,Chennai,208,9,39,M,Knife,Other Crime,13,Yes,27-03-2020 12:00,1,20,16
468,2020-01-21 05:00:00,01-20-2020 11:00,2020-01-20 17:58:00,Delhi,354,6,67,F,Blunt Object,Other Crime,12,Yes,31-03-2020 05:00,1,21,17
469,2020-01-23 05:00:00,01-20-2020 12:00,2020-01-21 01:02:00,Patna,471,0,74,F,Knife,Fire Accident,1,Yes,31-01-2020 05:00,1,23,1
473,2020-01-22 10:00:00,01-20-2020 16:00,2020-01-21 12:11:00,Ludhiana,182,14,43,F,Knife,Other Crime,17,Yes,13-02-2020 10:00,1,22,12
474,2020-01-22 07:00:00,01-20-2020 17:00,2020-01-21 14:29:00,Nagpur,426,3,45,M,Blunt Object,Other Crime,6,Yes,29-02-2020 07:00,1,22,14
477,2020-01-22 03:00:00,01-20-2020 20:00,2020-01-21 13:05:00,Hyderabad,201,15,47,M,Other,Violent Crime,9,Yes,12-06-2020 03:00,1,22,13
479,2020-01-22 16:00:00,01-20-2020 22:00,2020-01-21 01:20:00,Meerut,398,17,57,M,Other,Other Crime,17,Yes,20-03-2020 16:00,1,22,1
482,2020-01-22 03:00:00,01-21-2020 01:00,2020-01-21 08:40:00,Ahmedabad,115,10,12,M,Poison,Other Crime,7,Yes,19-05-2021 03:00,1,22,8
486,2020-01-23 23:00:00,01-21-2020 05:00,2020-01-21 08:40:00,Ghaziabad,380,2,15,M,Other,Other Crime,17,Yes,10-04-2020 23:00,1,23,8
488,2020-01-22 10:00:00,01-21-2020 07:00,2020-01-22 05:39:00,Chennai,242,4,32,F,Poison,Other Crime,3,Yes,11-04-2020 10:00,1,22,5
491,2020-01-22 12:00:00,01-21-2020 10:00,2020-01-21 12:19:00,Chennai,510,17,60,M,Other,Other Crime,3,Yes,30-01-2020 12:00,1,22,12
494,2020-01-22 06:00:00,01-21-2020 13:00,2020-01-21 15:55:00,Mumbai,316,20,28,F,Firearm,Violent Crime,17,Yes,30-03-2020 06:00,1,22,15
495,2020-01-22 22:00:00,01-21-2020 14:00,2020-01-22 08:46:00,Jaipur,288,11,63,F,Firearm,Violent Crime,19,Yes,07-02-2020 22:00,1,22,8
497,2020-01-22 22:00:00,01-21-2020 16:00,2020-01-22 10:45:00,Kolkata,529,20,75,M,Firearm,Violent Crime,6,Yes,10-03-2020 22:00,1,22,10
499,2020-01-23 16:00:00,01-21-2020 18:00,2020-01-21 21:14:00,Bangalore,401,2,31,F,Explosives,Other Crime,3,Yes,13-06-2020 16:00,1,23,21
500,2020-01-22 02:00:00,01-21-2020 19:00,2020-01-21 21:10:00,Chennai,580,0,67,F,Knife,Fire Accident,3,Yes,06-04-2020 02:00,1,22,21
504,2020-01-23 01:00:00,01-21-2020 23:00,2020-01-22 07:27:00,Pune,522,17,70,F,Blunt Object,Other Crime,19,Yes,17-02-2020 01:00,1,23,7
506,2020-01-22 06:00:00,01-22-2020 01:00,2020-01-22 23:28:00,Kolkata,464,10,16,F,Explosives,Other Crime,5,Yes,03-10-2020 06:00,1,22,23
512,2020-01-23 20:00:00,01-22-2020 07:00,2020-01-22 21:05:00,Meerut,374,14,65,F,Poison,Other Crime,10,Yes,15-02-2020 20:00,1,23,21
514,2020-01-25 07:00:00,01-22-2020 09:00,2020-01-22 22:27:00,Nashik,510,3,62,M,Other,Other Crime,6,Yes,29-02-2020 07:00,1,25,22
515,2020-01-23 13:00:00,01-22-2020 10:00,2020-01-23 03:59:00,Jaipur,404,3,43,F,Other,Other Crime,3,Yes,31-03-2020 13:00,1,23,3
516,2020-01-25 06:00:00,01-22-2020 11:00,2020-01-23 03:19:00,Delhi,454,9,69,M,Explosives,Other Crime,10,Yes,07-04-2020 06:00,1,25,3
521,2020-01-22 21:00:00,01-22-2020 16:00,2020-01-22 18:23:00,Mumbai,259,15,73,F,Firearm,Violent Crime,2,Yes,23-04-2020 21:00,1,22,18
523,2020-01-22 21:00:00,01-22-2020 18:00,2020-01-22 22:01:00,Ludhiana,428,3,64,M,Firearm,Other Crime,19,Yes,09-02-2020 21:00,1,22,22
524,2020-01-24 13:00:00,01-22-2020 19:00,2020-01-23 12:14:00,Delhi,336,20,34,F,Other,Violent Crime,2,Yes,07-03-2020 13:00,1,24,12
526,2020-01-24 04:00:00,01-22-2020 21:00,2020-01-23 08:08:00,Hyderabad,460,10,11,F,Explosives,Other Crime,12,Yes,05-09-2020 04:00,1,24,8
528,2020-01-25 04:00:00,01-22-2020 23:00,2020-01-23 22:38:00,Vasai,137,3,38,F,Poison,Other Crime,9,Yes,21-03-2020 04:00,1,25,22
531,2020-01-24 16:00:00,01-23-2020 02:00,2020-01-23 15:30:00,Ahmedabad,395,8,13,M,Explosives,Fire Accident,2,Yes,20-03-2020 16:00,1,24,15
532,2020-01-23 18:00:00,01-23-2020 03:00,2020-01-23 13:37:00,Visakhapatnam,466,5,33,M,Other,Violent Crime,4,Yes,11-02-2020 18:00,1,23,13
533,2020-01-24 08:00:00,01-23-2020 04:00,2020-01-23 20:01:00,Rajkot,403,10,49,M,Knife,Other Crime,16,Yes,07-01-2022 08:00,1,24,20
534,2020-01-23 17:00:00,01-23-2020 05:00,2020-01-23 20:11:00,Delhi,129,3,74,M,Other,Other Crime,8,Yes,01-03-2020 17:00,1,23,20
536,2020-01-24 17:00:00,01-23-2020 07:00,2020-01-23 11:50:00,Pune,564,7,68,F,Knife,Other Crime,4,Yes,09-03-2020 17:00,1,24,11
537,2020-01-25 06:00:00,01-23-2020 08:00,2020-01-23 12:43:00,Kolkata,265,16,26,M,Poison,Violent Crime,7,Yes,15-02-2021 06:00,1,25,12
541,2020-01-26 07:00:00,01-23-2020 12:00,2020-01-23 22:23:00,Mumbai,398,3,29,M,Firearm,Other Crime,14,Yes,19-02-2020 07:00,1,26,22
544,2020-01-26 03:00:00,01-23-2020 15:00,2020-01-24 08:10:00,Jaipur,195,14,24,F,Other,Other Crime,3,Yes,01-02-2020 03:00,1,26,8
547,2020-01-26 13:00:00,01-23-2020 18:00,2020-01-23 21:27:00,Mumbai,536,12,64,M,Blunt Object,Other Crime,9,Yes,22-03-2020 13:00,1,26,21
550,2020-01-25 04:00:00,01-23-2020 21:00,2020-01-24 14:37:00,Mumbai,418,8,30,M,Firearm,Fire Accident,13,Yes,25-02-2020 04:00,1,25,14
552,2020-01-26 09:00:00,01-23-2020 23:00,2020-01-24 01:00:00,Ghaziabad,520,16,13,F,Explosives,Violent Crime,9,Yes,06-09-2021 09:00,1,26,1
553,2020-01-25 23:00:00,01-24-2020 00:00,2020-01-24 16:52:00,Mumbai,377,15,79,F,Knife,Violent Crime,9,Yes,12-05-2020 23:00,1,25,16
555,2020-01-26 15:00:00,01-24-2020 02:00,2020-01-24 06:09:00,Ludhiana,367,13,11,F,Explosives,Other Crime,17,Yes,20-03-2020 15:00,1,26,6
558,2020-01-25 18:00:00,01-24-2020 05:00,2020-01-24 15:13:00,Ludhiana,415,15,51,F,Firearm,Violent Crime,5,Yes,23-05-2020 18:00,1,25,15
563,2020-01-25 23:00:00,01-24-2020 10:00,2020-01-24 22:46:00,Jaipur,293,17,61,F,Knife,Other Crime,3,Yes,03-04-2020 23:00,1,25,22
568,2020-01-26 18:00:00,01-24-2020 15:00,2020-01-25 07:20:00,Kolkata,176,16,73,F,Firearm,Violent Crime,18,Yes,26-04-2021 18:00,1,26,7
570,2020-01-27 05:00:00,01-24-2020 17:00,2020-01-25 11:38:00,Indore,461,1,10,F,Knife,Violent Crime,17,Yes,06-02-2020 05:00,1,27,11
571,2020-01-27 02:00:00,01-24-2020 18:00,2020-01-25 14:52:00,Visakhapatnam,495,4,21,F,Knife,Other Crime,18,Yes,27-03-2020 02:00,1,27,14
576,2020-01-27 05:00:00,01-24-2020 23:00,2020-01-25 18:54:00,Varanasi,522,8,30,F,Firearm,Fire Accident,18,Yes,21-02-2020 05:00,1,27,18
582,2020-01-25 10:00:00,01-25-2020 05:00,2020-01-26 04:43:00,Delhi,196,19,69,M,Poison,Other Crime,4,Yes,16-02-2020 10:00,1,25,4
583,2020-01-28 02:00:00,01-25-2020 06:00,2020-01-25 18:33:00,Pune,377,7,13,M,Other,Other Crime,4,Yes,13-03-2020 02:00,1,28,18
590,2020-01-27 19:00:00,01-25-2020 13:00,2020-01-25 21:28:00,Jaipur,572,13,53,F,Knife,Other Crime,5,Yes,03-02-2020 19:00,1,27,21
591,2020-01-28 10:00:00,01-25-2020 14:00,2020-01-25 23:38:00,Kolkata,320,11,16,M,Blunt Object,Violent Crime,7,Yes,06-02-2020 10:00,1,28,23
596,2020-01-28 16:00:00,01-25-2020 19:00,2020-01-26 15:56:00,Bangalore,509,17,11,F,Poison,Other Crime,9,Yes,11-03-2020 16:00,1,28,15
597,2020-01-28 08:00:00,01-25-2020 20:00,2020-01-26 03:36:00,Pune,202,14,12,F,Explosives,Other Crime,14,Yes,26-02-2020 08:00,1,28,3
598,2020-01-26 12:00:00,01-25-2020 21:00,2020-01-26 11:18:00,Chennai,337,18,35,F,Other,Traffic Fatality,16,Yes,14-02-2020 12:00,1,26,11
599,2020-01-26 12:00:00,01-25-2020 22:00,2020-01-26 19:04:00,Bangalore,375,5,70,M,Explosives,Violent Crime,9,Yes,02-04-2020 12:00,1,26,19
601,2020-01-28 20:00:00,01-26-2020 00:00,2020-01-26 22:59:00,Jaipur,397,17,41,M,Firearm,Other Crime,12,Yes,08-02-2020 20:00,1,28,22
602,2020-01-27 17:00:00,01-26-2020 01:00,2020-01-26 22:50:00,Nagpur,188,10,41,F,Firearm,Other Crime,2,Yes,11-12-2020 17:00,1,27,22
603,2020-01-29 01:00:00,01-26-2020 02:00,2020-01-26 17:23:00,Mumbai,287,15,41,F,Knife,Violent Crime,6,Yes,09-07-2020 01:00,1,29,17
606,2020-01-27 12:00:00,01-26-2020 05:00,2020-01-26 22:18:00,Chennai,459,4,20,F,Explosives,Other Crime,5,Yes,09-03-2020 12:00,1,27,22
607,2020-01-27 15:00:00,01-26-2020 06:00,2020-01-26 17:37:00,Delhi,486,15,15,F,Poison,Violent Crime,3,Yes,05-04-2020 15:00,1,27,17
610,2020-01-26 13:00:00,01-26-2020 09:00,2020-01-26 10:59:00,Mumbai,232,7,38,F,Knife,Other Crime,15,Yes,08-03-2020 13:00,1,26,10
612,2020-01-28 14:00:00,01-26-2020 11:00,2020-01-26 16:22:00,Pune,514,9,32,F,Other,Other Crime,6,Yes,28-03-2020 14:00,1,28,16
614,2020-01-27 12:00:00,01-26-2020 13:00,2020-01-26 16:30:00,Indore,511,8,25,F,Other,Fire Accident,17,Yes,01-04-2020 12:00,1,27,16
615,2020-01-28 10:00:00,01-26-2020 14:00,2020-01-26 15:00:00,Mumbai,253,7,46,F,Poison,Other Crime,3,Yes,10-03-2020 10:00,1,28,15
616,2020-01-28 14:00:00,01-26-2020 15:00,2020-01-27 14:06:00,Pune,329,6,70,F,Explosives,Other Crime,11,Yes,15-02-2020 14:00,1,28,14
618,2020-01-27 03:00:00,01-26-2020 17:00,2020-01-27 16:03:00,Delhi,461,6,42,F,Poison,Other Crime,3,Yes,28-02-2020 03:00,1,27,16
620,2020-01-29 15:00:00,01-26-2020 19:00,2020-01-27 05:49:00,Delhi,400,7,34,F,Firearm,Other Crime,9,Yes,02-03-2020 15:00,1,29,5
622,2020-01-27 18:00:00,01-26-2020 21:00,2020-01-27 03:18:00,Mumbai,489,12,77,F,Firearm,Other Crime,11,Yes,20-03-2020 18:00,1,27,3
623,2020-01-27 23:00:00,01-26-2020 22:00,2020-01-27 09:09:00,Bhopal,399,5,48,F,Blunt Object,Violent Crime,14,Yes,19-04-2020 23:00,1,27,9
628,2020-01-27 14:00:00,01-27-2020 03:00,2020-01-27 22:52:00,Ahmedabad,187,10,12,M,Poison,Other Crime,12,Yes,11-12-2020 14:00,1,27,22
633,2020-01-29 09:00:00,01-27-2020 08:00,2020-01-27 21:26:00,Agra,267,4,60,F,Knife,Other Crime,8,Yes,11-04-2020 09:00,1,29,21
635,2020-01-29 23:00:00,01-27-2020 10:00,2020-01-27 11:07:00,Chennai,379,17,28,F,Knife,Other Crime,10,Yes,24-02-2020 23:00,1,29,11
639,2020-01-28 08:00:00,01-27-2020 14:00,2020-01-27 20:45:00,Kolkata,470,5,37,F,Explosives,Violent Crime,11,Yes,15-03-2020 08:00,1,28,20
644,2020-01-30 12:00:00,01-27-2020 19:00,2020-01-28 06:21:00,Chennai,570,3,77,M,Poison,Other Crime,3,Yes,21-03-2020 12:00,1,30,6
645,2020-01-30 18:00:00,01-27-2020 20:00,2020-01-28 18:11:00,Hyderabad,129,1,43,F,Other,Violent Crime,13,Yes,22-03-2020 18:00,1,30,18
646,2020-01-29 00:00:00,01-27-2020 21:00,2020-01-28 16:45:00,Hyderabad,529,1,37,F,Knife,Violent Crime,16,Yes,05-04-2020 00:00,1,29,16
647,2020-01-30 11:00:00,01-27-2020 22:00,2020-01-28 13:26:00,Indore,404,4,11,F,Other,Other Crime,2,Yes,14-03-2020 11:00,1,30,13
648,2020-01-30 10:00:00,01-27-2020 23:00,2020-01-28 20:14:00,Ghaziabad,221,11,22,F,Poison,Violent Crime,4,Yes,28-03-2020 10:00,1,30,20
650,2020-01-29 07:00:00,01-28-2020 01:00,2020-01-28 19:13:00,Hyderabad,203,10,57,F,Poison,Other Crime,6,Yes,28-11-2021 07:00,1,29,19
651,2020-01-28 06:00:00,01-28-2020 02:00,2020-01-28 05:13:00,Chennai,431,19,62,M,Knife,Other Crime,9,Yes,10-02-2020 06:00,1,28,5
655,2020-01-30 11:00:00,01-28-2020 06:00,2020-01-29 03:24:00,Kanpur,495,7,30,M,Knife,Other Crime,6,Yes,09-03-2020 11:00,1,30,3
656,2020-01-30 11:00:00,01-28-2020 07:00,2020-01-28 08:43:00,Kolkata,293,16,68,F,Explosives,Violent Crime,14,Yes,09-10-2021 11:00,1,30,8
659,2020-01-29 03:00:00,01-28-2020 10:00,2020-01-28 16:40:00,Kolkata,264,11,70,F,Other,Violent Crime,17,Yes,16-02-2020 03:00,1,29,16
663,2020-01-29 05:00:00,01-28-2020 14:00,2020-01-28 14:21:00,Kolkata,544,1,33,F,Poison,Violent Crime,10,Yes,07-03-2020 05:00,1,29,14
665,2020-01-29 02:00:00,01-28-2020 16:00,2020-01-29 15:07:00,Ghaziabad,168,17,54,F,Other,Other Crime,19,Yes,13-02-2020 02:00,1,29,15
666,2020-01-29 09:00:00,01-28-2020 17:00,2020-01-29 00:04:00,Delhi,371,2,32,F,Poison,Other Crime,3,Yes,19-06-2020 09:00,1,29,0
668,2020-01-29 01:00:00,01-28-2020 19:00,2020-01-29 12:27:00,Delhi,386,20,43,F,Explosives,Violent Crime,4,Yes,27-04-2020 01:00,1,29,12
669,2020-01-31 14:00:00,01-28-2020 20:00,2020-01-29 14:01:00,Hyderabad,447,16,49,M,Explosives,Violent Crime,1,Yes,26-01-2022 14:00,1,31,14
679,2020-01-30 05:00:00,01-29-2020 06:00,2020-01-29 10:17:00,Kalyan,268,10,26,F,Explosives,Other Crime,12,Yes,18-02-2021 05:00,1,30,10
681,2020-01-31 19:00:00,01-29-2020 08:00,2020-01-30 05:29:00,Delhi,538,19,25,F,Other,Other Crime,18,Yes,17-02-2020 19:00,1,31,5
682,2020-01-29 14:00:00,01-29-2020 09:00,2020-01-29 15:09:00,Thane,546,16,66,F,Explosives,Violent Crime,16,Yes,06-10-2021 14:00,1,29,15
683,2020-01-29 13:00:00,01-29-2020 10:00,2020-01-30 03:16:00,Delhi,361,11,55,F,Knife,Violent Crime,17,Yes,08-03-2020 13:00,1,29,3
684,2020-01-30 07:00:00,01-29-2020 11:00,2020-01-30 02:14:00,Mumbai,489,2,24,F,Knife,Other Crime,5,Yes,24-03-2020 07:00,1,30,2
695,2020-02-01 05:00:00,01-29-2020 22:00,2020-01-30 19:49:00,Kanpur,453,15,52,F,Knife,Violent Crime,15,Yes,02-04-2020 05:00,2,1,19
696,2020-01-30 08:00:00,01-29-2020 23:00,2020-01-30 13:11:00,Ahmedabad,418,5,50,M,Other,Violent Crime,14,Yes,25-03-2020 08:00,1,30,13
697,2020-01-31 01:00:00,01-30-2020 00:00,2020-01-30 14:39:00,Thane,347,2,18,F,Poison,Other Crime,10,Yes,05-05-2020 01:00,1,31,14
698,2020-02-01 19:00:00,01-30-2020 01:00,2020-01-30 14:06:00,Ludhiana,570,8,18,F,Explosives,Fire Accident,8,Yes,25-04-2020 19:00,2,1,14
703,2020-02-01 19:00:00,01-30-2020 06:00,2020-01-30 21:37:00,Visakhapatnam,301,15,28,F,Knife,Violent Crime,15,Yes,20-06-2020 19:00,2,1,21
704,2020-01-31 13:00:00,01-30-2020 07:00,2020-01-30 07:26:00,Kolkata,302,19,79,M,Knife,Other Crime,6,Yes,09-03-2020 13:00,1,31,7
707,2020-01-30 21:00:00,01-30-2020 10:00,2020-01-31 06:31:00,Thane,253,5,69,F,Other,Violent Crime,11,Yes,13-03-2020 21:00,1,30,6
708,2020-01-31 14:00:00,01-30-2020 11:00,2020-01-31 01:24:00,Ludhiana,517,12,24,M,Explosives,Other Crime,5,Yes,12-03-2020 14:00,1,31,1
711,2020-02-02 02:00:00,01-30-2020 14:00,2020-01-30 17:48:00,Mumbai,106,18,46,F,Blunt Object,Traffic Fatality,15,Yes,25-02-2020 02:00,2,2,17
714,2020-01-31 23:00:00,01-30-2020 17:00,2020-01-30 17:34:00,Bangalore,186,0,10,F,Other,Fire Accident,16,Yes,09-04-2020 23:00,1,31,17
716,2020-02-02 16:00:00,01-30-2020 19:00,2020-01-31 06:07:00,Bangalore,593,14,30,M,Firearm,Other Crime,3,Yes,29-02-2020 16:00,2,2,6
721,2020-02-02 05:00:00,01-31-2020 00:00,2020-01-31 17:49:00,Chennai,436,19,11,M,Blunt Object,Other Crime,3,Yes,28-04-2020 05:00,2,2,17
722,2020-01-31 16:00:00,01-31-2020 01:00,2020-01-31 11:31:00,Bangalore,403,0,46,F,Knife,Fire Accident,13,Yes,15-03-2020 16:00,1,31,11
723,2020-02-02 13:00:00,01-31-2020 02:00,2020-01-31 05:45:00,Meerut,517,3,47,F,Other,Other Crime,7,Yes,31-03-2020 13:00,2,2,5
724,2020-02-01 05:00:00,01-31-2020 03:00,2020-02-01 02:17:00,Patna,254,15,21,M,Other,Violent Crime,9,Yes,17-04-2020 05:00,2,1,2
730,2020-02-02 08:00:00,01-31-2020 09:00,2020-01-31 22:24:00,Bangalore,546,4,11,F,Poison,Other Crime,3,Yes,27-04-2020 08:00,2,2,22
731,2020-02-02 05:00:00,01-31-2020 10:00,2020-02-01 04:49:00,Surat,560,7,51,M,Explosives,Other Crime,10,Yes,27-03-2020 05:00,2,2,4
732,2020-02-01 18:00:00,01-31-2020 11:00,2020-01-31 22:08:00,Bangalore,284,1,51,F,Blunt Object,Violent Crime,11,Yes,14-03-2020 18:00,2,1,22
734,2020-02-01 00:00:00,01-31-2020 13:00,2020-01-31 21:23:00,Surat,453,15,16,M,Poison,Violent Crime,11,Yes,03-06-2020 00:00,2,1,21
735,2020-02-02 11:00:00,01-31-2020 14:00,2020-02-01 06:43:00,Delhi,337,15,27,M,Knife,Violent Crime,2,Yes,24-03-2020 11:00,2,2,6
740,2020-02-02 02:00:00,01-31-2020 19:00,2020-02-01 09:41:00,Bangalore,292,14,22,F,Firearm,Other Crime,3,Yes,04-02-2020 02:00,2,2,9
741,2020-02-02 07:00:00,01-31-2020 20:00,2020-02-01 18:16:00,Bangalore,428,3,78,F,Poison,Other Crime,6,Yes,18-02-2020 07:00,2,2,18
742,2020-02-02 22:00:00,01-31-2020 21:00,2020-02-01 14:51:00,Ahmedabad,502,5,62,M,Poison,Violent Crime,3,Yes,21-03-2020 22:00,2,2,14
745,2020-02-03 11:00:00,02-01-2020 00:00,2020-02-01 23:29:00,Bangalore,439,9,43,F,Knife,Other Crime,3,Yes,20-03-2020 11:00,2,3,23
746,2020-02-03 16:00:00,02-01-2020 01:00,2020-02-02 00:22:00,Delhi,242,9,12,F,Other,Other Crime,16,Yes,07-04-2020 16:00,2,3,0
748,2020-02-03 14:00:00,02-01-2020 03:00,2020-02-01 22:14:00,Agra,317,2,22,F,Blunt Object,Other Crime,19,Yes,04-07-2020 14:00,2,3,22
750,2020-02-03 20:00:00,02-01-2020 05:00,2020-02-01 10:18:00,Ludhiana,131,3,59,M,Blunt Object,Other Crime,12,Yes,17-02-2020 20:00,2,3,10
753,2020-02-03 01:00:00,02-01-2020 08:00,2020-02-01 09:13:00,Hyderabad,357,12,20,F,Other,Other Crime,16,Yes,29-03-2020 01:00,2,3,9
754,2020-02-03 09:00:00,02-01-2020 09:00,2020-02-01 17:29:00,Mumbai,173,20,66,F,Poison,Violent Crime,8,Yes,13-04-2020 09:00,2,3,17
757,2020-02-03 11:00:00,02-01-2020 12:00,2020-02-02 05:34:00,Kolkata,375,4,51,F,Other,Other Crime,9,Yes,02-03-2020 11:00,2,3,5
759,2020-02-02 09:00:00,02-01-2020 14:00,2020-02-02 02:07:00,Kanpur,146,13,73,F,Explosives,Other Crime,11,Yes,28-04-2020 09:00,2,2,2
761,2020-02-03 22:00:00,02-01-2020 16:00,2020-02-01 19:27:00,Ghaziabad,410,4,15,M,Blunt Object,Other Crime,11,Yes,03-04-2020 22:00,2,3,19
