Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,month,day,hour,Latitude,Longitude
331,2020-01-16 00:00:00,01-14-2020 18:00,2020-01-15 13:53:00,Delhi,358,0,15,F,Poison,Fire Accident,18,Yes,25-03-2020 00:00,1,16,13,28.6138954,77.2090057
332,2020-01-15 16:00:00,01-14-2020 19:00,2020-01-14 21:22:00,Delhi,586,12,57,M,Knife,Other Crime,17,Yes,10-02-2020 16:00,1,15,21,28.6138954,77.2090057
333,2020-01-15 07:00:00,01-14-2020 20:00,2020-01-15 07:04:00,Mumbai,534,3,70,M,Explosives,Other Crime,14,Yes,12-03-2020 07:00,1,15,7,19.054999,72.8692035
338,2020-01-17 22:00:00,01-15-2020 01:00,2020-01-15 06:07:00,Faridabad,477,16,21,M,Other,Violent Crime,12,Yes,31-08-2020 22:00,1,17,6,28.4031478,77.3105561
340,2020-01-15 20:00:00,01-15-2020 03:00,2020-01-15 17:40:00,Ahmedabad,167,14,36,F,Knife,Other Crime,13,Yes,07-02-2020 20:00,1,15,17,23.0215374,72.5800568
341,2020-01-17 08:00:00,01-15-2020 04:00,2020-01-15 16:24:00,Pune,101,15,14,F,Knife,Violent Crime,12,Yes,13-07-2020 08:00,1,17,16,18.5213738,73.8545071
343,2020-01-16 23:00:00,01-15-2020 06:00,2020-01-15 21:41:00,Pune,390,4,46,M,Firearm,Other Crime,16,Yes,30-03-2020 23:00,1,16,21,18.5213738,73.8545071
348,2020-01-17 06:00:00,01-15-2020 11:00,2020-01-16 05:33:00,Delhi,277,12,55,M,Knife,Other Crime,13,Yes,13-02-2020 06:00,1,17,5,28.6138954,77.2090057
350,2020-01-16 10:00:00,01-15-2020 13:00,2020-01-15 18:19:00,Bangalore,387,14,50,F,Poison,Other Crime,7,Yes,09-02-2020 10:00,1,16,18,12.9767936,77.590082
352,2020-01-15 19:00:00,01-15-2020 15:00,2020-01-16 01:58:00,Mumbai,270,4,44,F,Blunt Object,Other Crime,11,Yes,25-02-2020 19:00,1,15,1,19.054999,72.8692035
353,2020-01-16 09:00:00,01-15-2020 16:00,2020-01-16 09:30:00,Delhi,205,12,64,F,Explosives,Other Crime,12,Yes,07-03-2020 09:00,1,16,9,28.6138954,77.2090057
354,2020-01-16 12:00:00,01-15-2020 17:00,2020-01-16 05:24:00,Vasai,272,7,78,F,Explosives,Other Crime,12,Yes,20-03-2020 12:00,1,16,5,19.3428238,72.805441
359,2020-01-16 20:00:00,01-15-2020 22:00,2020-01-16 18:11:00,Lucknow,503,1,31,F,Other,Violent Crime,3,Yes,04-03-2020 20:00,1,16,18,26.8381,80.9346001
360,2020-01-17 03:00:00,01-15-2020 23:00,2020-01-16 04:29:00,Kolkata,418,2,14,F,Explosives,Other Crime,2,Yes,12-04-2020 03:00,1,17,4,22.5726459,88.3638953
362,2020-01-17 17:00:00,01-16-2020 01:00,2020-01-16 16:35:00,Ludhiana,502,4,26,F,Poison,Other Crime,17,Yes,04-02-2020 17:00,1,17,16,30.9090157,75.851601
370,2020-01-19 04:00:00,01-16-2020 09:00,2020-01-17 02:08:00,Bangalore,213,3,28,M,Poison,Other Crime,19,Yes,29-03-2020 04:00,1,19,2,12.9767936,77.590082
374,2020-01-19 08:00:00,01-16-2020 13:00,2020-01-16 13:15:00,Meerut,552,5,36,F,Other,Violent Crime,8,Yes,25-02-2020 08:00,1,19,13,29.0018557,77.7679671
376,2020-01-19 11:00:00,01-16-2020 15:00,2020-01-17 04:29:00,Lucknow,558,2,29,F,Blunt Object,Other Crime,19,Yes,31-03-2020 11:00,1,19,4,26.8381,80.9346001
377,2020-01-16 23:00:00,01-16-2020 16:00,2020-01-16 17:57:00,Indore,432,2,44,M,Blunt Object,Other Crime,18,Yes,15-04-2020 23:00,1,16,17,22.7203616,75.8681996
380,2020-01-17 00:00:00,01-16-2020 19:00,2020-01-17 14:11:00,Ghaziabad,148,6,36,F,Blunt Object,Other Crime,2,Yes,11-04-2020 00:00,1,17,14,28.7749966,77.4586967
381,2020-01-19 04:00:00,01-16-2020 20:00,2020-01-16 20:42:00,Surat,349,11,69,F,Blunt Object,Violent Crime,6,Yes,12-02-2020 04:00,1,19,20,21.2094892,72.8317058
382,2020-01-17 10:00:00,01-16-2020 21:00,2020-01-17 10:33:00,Mumbai,587,11,63,F,Poison,Violent Crime,3,Yes,01-04-2020 10:00,1,17,10,19.054999,72.8692035
388,2020-01-19 16:00:00,01-17-2020 03:00,2020-01-18 01:17:00,Rajkot,454,18,59,F,Poison,Traffic Fatality,12,Yes,24-01-2020 16:00,1,19,1,22.3053263,70.8028377
389,2020-01-17 20:00:00,01-17-2020 04:00,2020-01-17 06:55:00,Pune,118,11,79,F,Other,Violent Crime,19,Yes,09-04-2020 20:00,1,17,6,18.5213738,73.8545071
392,2020-01-19 12:00:00,01-17-2020 07:00,2020-01-17 17:42:00,Delhi,409,12,54,F,Knife,Other Crime,17,Yes,10-03-2020 12:00,1,19,17,28.6138954,77.2090057
398,2020-01-19 15:00:00,01-17-2020 13:00,2020-01-18 00:41:00,Jaipur,367,15,78,F,Firearm,Violent Crime,1,Yes,27-02-2020 15:00,1,19,0,26.9154576,75.8189817
406,2020-01-19 01:00:00,01-17-2020 21:00,2020-01-18 01:42:00,Srinagar,522,2,14,F,Poison,Other Crime,7,Yes,25-03-2020 01:00,1,19,1,34.0747444,74.8204443
408,2020-01-18 17:00:00,01-17-2020 23:00,2020-01-18 16:06:00,Varanasi,491,5,52,F,Poison,Violent Crime,19,Yes,14-04-2020 17:00,1,18,16,25.3356491,83.0076292
410,2020-01-20 09:00:00,01-18-2020 01:00,2020-01-18 10:38:00,Chennai,505,17,49,F,Explosives,Other Crime,11,Yes,13-04-2020 09:00,1,20,10,13.0836939,80.270186
411,2020-01-21 01:00:00,01-18-2020 02:00,2020-01-18 21:32:00,Kolkata,500,8,29,M,Poison,Fire Accident,7,Yes,08-03-2020 01:00,1,21,21,22.5726459,88.3638953
412,2020-01-20 14:00:00,01-18-2020 03:00,2020-01-18 20:04:00,Mumbai,129,13,46,M,Knife,Other Crime,17,Yes,28-03-2020 14:00,1,20,20,19.054999,72.8692035
413,2020-01-20 02:00:00,01-18-2020 04:00,2020-01-18 21:47:00,Bangalore,213,20,60,F,Other,Violent Crime,12,Yes,19-02-2020 02:00,1,20,21,12.9767936,77.590082
415,2020-01-20 09:00:00,01-18-2020 06:00,2020-01-18 07:58:00,Patna,371,20,52,F,Knife,Violent Crime,2,Yes,31-03-2020 09:00,1,20,7,25.6093239,85.1235252
417,2020-01-18 09:00:00,01-18-2020 08:00,2020-01-18 13:59:00,Thane,532,17,47,F,Explosives,Other Crime,9,Yes,15-04-2020 09:00,1,18,13,19.3653598,73.3685437
418,2020-01-21 02:00:00,01-18-2020 09:00,2020-01-19 04:50:00,Delhi,342,15,36,M,Knife,Violent Crime,2,Yes,16-07-2020 02:00,1,21,4,28.6138954,77.2090057
419,2020-01-18 17:00:00,01-18-2020 10:00,2020-01-18 18:29:00,Ludhiana,237,5,40,M,Knife,Violent Crime,16,Yes,21-03-2020 17:00,1,18,18,30.9090157,75.851601
427,2020-01-20 11:00:00,01-18-2020 18:00,2020-01-19 12:57:00,Hyderabad,566,7,29,F,Explosives,Other Crime,15,Yes,08-04-2020 11:00,1,20,12,17.360589,78.4740613
428,2020-01-19 00:00:00,01-18-2020 19:00,2020-01-18 20:36:00,Bangalore,250,8,33,F,Poison,Fire Accident,3,Yes,23-03-2020 00:00,1,19,20,12.9767936,77.590082
430,2020-01-19 18:00:00,01-18-2020 21:00,2020-01-19 20:16:00,Delhi,471,2,46,F,Blunt Object,Other Crime,5,Yes,17-03-2020 18:00,1,19,20,28.6138954,77.2090057
431,2020-01-20 22:00:00,01-18-2020 22:00,2020-01-19 05:59:00,Jaipur,232,11,14,F,Other,Violent Crime,9,Yes,04-02-2020 22:00,1,20,5,26.9154576,75.8189817
435,2020-01-19 09:00:00,01-19-2020 02:00,2020-01-19 05:19:00,Jaipur,368,9,13,F,Poison,Other Crime,18,Yes,12-02-2020 09:00,1,19,5,26.9154576,75.8189817
436,2020-01-19 17:00:00,01-19-2020 03:00,2020-01-19 18:52:00,Delhi,523,2,53,F,Knife,Other Crime,7,Yes,02-06-2020 17:00,1,19,18,28.6138954,77.2090057
438,2020-01-21 17:00:00,01-19-2020 05:00,2020-01-20 00:09:00,Delhi,300,14,18,F,Other,Other Crime,10,Yes,29-01-2020 17:00,1,21,0,28.6138954,77.2090057
440,2020-01-21 03:00:00,01-19-2020 07:00,2020-01-20 01:19:00,Meerut,217,6,79,F,Firearm,Other Crime,10,Yes,05-04-2020 03:00,1,21,1,29.0018557,77.7679671
447,2020-01-22 00:00:00,01-19-2020 14:00,2020-01-19 19:39:00,Surat,567,13,35,F,Other,Other Crime,4,Yes,06-02-2020 00:00,1,22,19,21.2094892,72.8317058
449,2020-01-19 17:00:00,01-19-2020 16:00,2020-01-20 00:04:00,Pune,253,3,30,F,Explosives,Other Crime,15,Yes,18-03-2020 17:00,1,19,0,18.5213738,73.8545071
452,2020-01-20 12:00:00,01-19-2020 19:00,2020-01-19 21:05:00,Bhopal,551,8,68,M,Firearm,Fire Accident,11,Yes,26-02-2020 12:00,1,20,21,23.2584857,77.401989
454,2020-01-22 09:00:00,01-19-2020 21:00,2020-01-19 21:25:00,Mumbai,192,4,70,F,Knife,Other Crime,13,Yes,06-02-2020 09:00,1,22,21,19.054999,72.8692035
455,2020-01-22 07:00:00,01-19-2020 22:00,2020-01-20 16:26:00,Hyderabad,292,4,68,F,Poison,Other Crime,14,Yes,14-03-2020 07:00,1,22,16,17.360589,78.4740613
457,2020-01-22 23:00:00,01-20-2020 00:00,2020-01-20 03:37:00,Pune,421,19,62,M,Knife,Other Crime,18,Yes,24-03-2020 23:00,1,22,3,18.5213738,73.8545071
458,2020-01-22 00:00:00,01-20-2020 01:00,2020-01-20 16:14:00,Mumbai,283,0,62,M,Poison,Fire Accident,6,Yes,02-02-2020 00:00,1,22,16,19.054999,72.8692035
460,2020-01-20 09:00:00,01-20-2020 03:00,2020-01-21 00:18:00,Surat,284,3,58,M,Blunt Object,Other Crime,7,Yes,30-01-2020 09:00,1,20,0,21.2094892,72.8317058
463,2020-01-21 19:00:00,01-20-2020 06:00,2020-01-20 22:13:00,Visakhapatnam,441,3,54,M,Blunt Object,Other Crime,5,Yes,14-03-2020 19:00,1,21,22,17.6935526,83.2921297
464,2020-01-20 22:00:00,01-20-2020 07:00,2020-01-21 02:28:00,Pune,161,5,59,F,Explosives,Violent Crime,17,Yes,10-03-2020 22:00,1,20,2,18.5213738,73.8545071
466,2020-01-20 18:00:00,01-20-2020 09:00,2020-01-21 04:32:00,Indore,518,0,53,F,Other,Fire Accident,1,Yes,11-03-2020 18:00,1,20,4,22.7203616,75.8681996
467,2020-01-20 12:00:00,01-20-2020 10:00,2020-01-20 16:12:00,Chennai,208,9,39,M,Knife,Other Crime,13,Yes,27-03-2020 12:00,1,20,16,13.0836939,80.270186
468,2020-01-21 05:00:00,01-20-2020 11:00,2020-01-20 17:58:00,Delhi,354,6,67,F,Blunt Object,Other Crime,12,Yes,31-03-2020 05:00,1,21,17,28.6138954,77.2090057
469,2020-01-23 05:00:00,01-20-2020 12:00,2020-01-21 01:02:00,Patna,471,0,74,F,Knife,Fire Accident,1,Yes,31-01-2020 05:00,1,23,1,25.6093239,85.1235252
473,2020-01-22 10:00:00,01-20-2020 16:00,2020-01-21 12:11:00,Ludhiana,182,14,43,F,Knife,Other Crime,17,Yes,13-02-2020 10:00,1,22,12,30.9090157,75.851601
474,2020-01-22 07:00:00,01-20-2020 17:00,2020-01-21 14:29:00,Nagpur,426,3,45,M,Blunt Object,Other Crime,6,Yes,29-02-2020 07:00,1,22,14,21.1498134,79.0820556
477,2020-01-22 03:00:00,01-20-2020 20:00,2020-01-21 13:05:00,Hyderabad,201,15,47,M,Other,Violent Crime,9,Yes,12-06-2020 03:00,1,22,13,17.360589,78.4740613
479,2020-01-22 16:00:00,01-20-2020 22:00,2020-01-21 01:20:00,Meerut,398,17,57,M,Other,Other Crime,17,Yes,20-03-2020 16:00,1,22,1,29.0018557,77.7679671
482,2020-01-22 03:00:00,01-21-2020 01:00,2020-01-21 08:40:00,Ahmedabad,115,10,12,M,Poison,Other Crime,7,Yes,19-05-2021 03:00,1,22,8,23.0215374,72.5800568
486,2020-01-23 23:00:00,01-21-2020 05:00,2020-01-21 08:40:00,Ghaziabad,380,2,15,M,Other,Other Crime,17,Yes,10-04-2020 23:00,1,23,8,28.7749966,77.4586967
488,2020-01-22 10:00:00,01-21-2020 07:00,2020-01-22 05:39:00,Chennai,242,4,32,F,Poison,Other Crime,3,Yes,11-04-2020 10:00,1,22,5,13.0836939,80.270186
491,2020-01-22 12:00:00,01-21-2020 10:00,2020-01-21 12:19:00,Chennai,510,17,60,M,Other,Other Crime,3,Yes,30-01-2020 12:00,1,22,12,13.0836939,80.270186
494,2020-01-22 06:00:00,01-21-2020 13:00,2020-01-21 15:55:00,Mumbai,316,20,28,F,Firearm,Violent Crime,17,Yes,30-03-2020 06:00,1,22,15,19.054999,72.8692035
495,2020-01-22 22:00:00,01-21-2020 14:00,2020-01-22 08:46:00,Jaipur,288,11,63,F,Firearm,Violent Crime,19,Yes,07-02-2020 22:00,1,22,8,26.9154576,75.8189817
497,2020-01-22 22:00:00,01-21-2020 16:00,2020-01-22 10:45:00,Kolkata,529,20,75,M,Firearm,Violent Crime,6,Yes,10-03-2020 22:00,1,22,10,22.5726459,88.3638953
499,2020-01-23 16:00:00,01-21-2020 18:00,2020-01-21 21:14:00,Bangalore,401,2,31,F,Explosives,Other Crime,3,Yes,13-06-2020 16:00,1,23,21,12.9767936,77.590082
500,2020-01-22 02:00:00,01-21-2020 19:00,2020-01-21 21:10:00,Chennai,580,0,67,F,Knife,Fire Accident,3,Yes,06-04-2020 02:00,1,22,21,13.0836939,80.270186
504,2020-01-23 01:00:00,01-21-2020 23:00,2020-01-22 07:27:00,Pune,522,17,70,F,Blunt Object,Other Crime,19,Yes,17-02-2020 01:00,1,23,7,18.5213738,73.8545071
506,2020-01-22 06:00:00,01-22-2020 01:00,2020-01-22 23:28:00,Kolkata,464,10,16,F,Explosives,Other Crime,5,Yes,03-10-2020 06:00,1,22,23,22.5726459,88.3638953
512,2020-01-23 20:00:00,01-22-2020 07:00,2020-01-22 21:05:00,Meerut,374,14,65,F,Poison,Other Crime,10,Yes,15-02-2020 20:00,1,23,21,29.0018557,77.7679671
514,2020-01-25 07:00:00,01-22-2020 09:00,2020-01-22 22:27:00,Nashik,510,3,62,M,Other,Other Crime,6,Yes,29-02-2020 07:00,1,25,22,20.0112475,73.7902364
515,2020-01-23 13:00:00,01-22-2020 10:00,2020-01-23 03:59:00,Jaipur,404,3,43,F,Other,Other Crime,3,Yes,31-03-2020 13:00,1,23,3,26.9154576,75.8189817
516,2020-01-25 06:00:00,01-22-2020 11:00,2020-01-23 03:19:00,Delhi,454,9,69,M,Explosives,Other Crime,10,Yes,07-04-2020 06:00,1,25,3,28.6138954,77.2090057
521,2020-01-22 21:00:00,01-22-2020 16:00,2020-01-22 18:23:00,Mumbai,259,15,73,F,Firearm,Violent Crime,2,Yes,23-04-2020 21:00,1,22,18,19.054999,72.8692035
523,2020-01-22 21:00:00,01-22-2020 18:00,2020-01-22 22:01:00,Ludhiana,428,3,64,M,Firearm,Other Crime,19,Yes,09-02-2020 21:00,1,22,22,30.9090157,75.851601
524,2020-01-24 13:00:00,01-22-2020 19:00,2020-01-23 12:14:00,Delhi,336,20,34,F,Other,Violent Crime,2,Yes,07-03-2020 13:00,1,24,12,28.6138954,77.2090057
526,2020-01-24 04:00:00,01-22-2020 21:00,2020-01-23 08:08:00,Hyderabad,460,10,11,F,Explosives,Other Crime,12,Yes,05-09-2020 04:00,1,24,8,17.360589,78.4740613
528,2020-01-25 04:00:00,01-22-2020 23:00,2020-01-23 22:38:00,Vasai,137,3,38,F,Poison,Other Crime,9,Yes,21-03-2020 04:00,1,25,22,19.3428238,72.805441
531,2020-01-24 16:00:00,01-23-2020 02:00,2020-01-23 15:30:00,Ahmedabad,395,8,13,M,Explosives,Fire Accident,2,Yes,20-03-2020 16:00,1,24,15,23.0215374,72.5800568
532,2020-01-23 18:00:00,01-23-2020 03:00,2020-01-23 13:37:00,Visakhapatnam,466,5,33,M,Other,Violent Crime,4,Yes,11-02-2020 18:00,1,23,13,17.6935526,83.2921297
533,2020-01-24 08:00:00,01-23-2020 04:00,2020-01-23 20:01:00,Rajkot,403,10,49,M,Knife,Other Crime,16,Yes,07-01-2022 08:00,1,24,20,22.3053263,70.8028377
534,2020-01-23 17:00:00,01-23-2020 05:00,2020-01-23 20:11:00,Delhi,129,3,74,M,Other,Other Crime,8,Yes,01-03-2020 17:00,1,23,20,28.6138954,77.2090057
536,2020-01-24 17:00:00,01-23-2020 07:00,2020-01-23 11:50:00,Pune,564,7,68,F,Knife,Other Crime,4,Yes,09-03-2020 17:00,1,24,11,18.5213738,73.8545071
537,2020-01-25 06:00:00,01-23-2020 08:00,2020-01-23 12:43:00,Kolkata,265,16,26,M,Poison,Violent Crime,7,Yes,15-02-2021 06:00,1,25,12,22.5726459,88.3638953
541,2020-01-26 07:00:00,01-23-2020 12:00,2020-01-23 22:23:00,Mumbai,398,3,29,M,Firearm,Other Crime,14,Yes,19-02-2020 07:00,1,26,22,19.054999,72.8692035
544,2020-01-26 03:00:00,01-23-2020 15:00,2020-01-24 08:10:00,Jaipur,195,14,24,F,Other,Other Crime,3,Yes,01-02-2020 03:00,1,26,8,26.9154576,75.8189817
547,2020-01-26 13:00:00,01-23-2020 18:00,2020-01-23 21:27:00,Mumbai,536,12,64,M,Blunt Object,Other Crime,9,Yes,22-03-2020 13:00,1,26,21,19.054999,72.8692035
550,2020-01-25 04:00:00,01-23-2020 21:00,2020-01-24 14:37:00,Mumbai,418,8,30,M,Firearm,Fire Accident,13,Yes,25-02-2020 04:00,1,25,14,19.054999,72.8692035
552,2020-01-26 09:00:00,01-23-2020 23:00,2020-01-24 01:00:00,Ghaziabad,520,16,13,F,Explosives,Violent Crime,9,Yes,06-09-2021 09:00,1,26,1,28.7749966,77.4586967
553,2020-01-25 23:00:00,01-24-2020 00:00,2020-01-24 16:52:00,Mumbai,377,15,79,F,Knife,Violent Crime,9,Yes,12-05-2020 23:00,1,25,16,19.054999,72.8692035
555,2020-01-26 15:00:00,01-24-2020 02:00,2020-01-24 06:09:00,Ludhiana,367,13,11,F,Explosives,Other Crime,17,Yes,20-03-2020 15:00,1,26,6,30.9090157,75.851601
558,2020-01-25 18:00:00,01-24-2020 05:00,2020-01-24 15:13:00,Ludhiana,415,15,51,F,Firearm,Violent Crime,5,Yes,23-05-2020 18:00,1,25,15,30.9090157,75.851601
563,2020-01-25 23:00:00,01-24-2020 10:00,2020-01-24 22:46:00,Jaipur,293,17,61,F,Knife,Other Crime,3,Yes,03-04-2020 23:00,1,25,22,26.9154576,75.8189817
568,2020-01-26 18:00:00,01-24-2020 15:00,2020-01-25 07:20:00,Kolkata,176,16,73,F,Firearm,Violent Crime,18,Yes,26-04-2021 18:00,1,26,7,22.5726459,88.3638953
570,2020-01-27 05:00:00,01-24-2020 17:00,2020-01-25 11:38:00,Indore,461,1,10,F,Knife,Violent Crime,17,Yes,06-02-2020 05:00,1,27,11,22.7203616,75.8681996
571,2020-01-27 02:00:00,01-24-2020 18:00,2020-01-25 14:52:00,Visakhapatnam,495,4,21,F,Knife,Other Crime,18,Yes,27-03-2020 02:00,1,27,14,17.6935526,83.2921297
576,2020-01-27 05:00:00,01-24-2020 23:00,2020-01-25 18:54:00,Varanasi,522,8,30,F,Firearm,Fire Accident,18,Yes,21-02-2020 05:00,1,27,18,25.3356491,83.0076292
582,2020-01-25 10:00:00,01-25-2020 05:00,2020-01-26 04:43:00,Delhi,196,19,69,M,Poison,Other Crime,4,Yes,16-02-2020 10:00,1,25,4,28.6138954,77.2090057
583,2020-01-28 02:00:00,01-25-2020 06:00,2020-01-25 18:33:00,Pune,377,7,13,M,Other,Other Crime,4,Yes,13-03-2020 02:00,1,28,18,18.5213738,73.8545071
590,2020-01-27 19:00:00,01-25-2020 13:00,2020-01-25 21:28:00,Jaipur,572,13,53,F,Knife,Other Crime,5,Yes,03-02-2020 19:00,1,27,21,26.9154576,75.8189817
591,2020-01-28 10:00:00,01-25-2020 14:00,2020-01-25 23:38:00,Kolkata,320,11,16,M,Blunt Object,Violent Crime,7,Yes,06-02-2020 10:00,1,28,23,22.5726459,88.3638953
596,2020-01-28 16:00:00,01-25-2020 19:00,2020-01-26 15:56:00,Bangalore,509,17,11,F,Poison,Other Crime,9,Yes,11-03-2020 16:00,1,28,15,12.9767936,77.590082
597,2020-01-28 08:00:00,01-25-2020 20:00,2020-01-26 03:36:00,Pune,202,14,12,F,Explosives,Other Crime,14,Yes,26-02-2020 08:00,1,28,3,18.5213738,73.8545071
598,2020-01-26 12:00:00,01-25-2020 21:00,2020-01-26 11:18:00,Chennai,337,18,35,F,Other,Traffic Fatality,16,Yes,14-02-2020 12:00,1,26,11,13.0836939,80.270186
599,2020-01-26 12:00:00,01-25-2020 22:00,2020-01-26 19:04:00,Bangalore,375,5,70,M,Explosives,Violent Crime,9,Yes,02-04-2020 12:00,1,26,19,12.9767936,77.590082
601,2020-01-28 20:00:00,01-26-2020 00:00,2020-01-26 22:59:00,Jaipur,397,17,41,M,Firearm,Other Crime,12,Yes,08-02-2020 20:00,1,28,22,26.9154576,75.8189817
602,2020-01-27 17:00:00,01-26-2020 01:00,2020-01-26 22:50:00,Nagpur,188,10,41,F,Firearm,Other Crime,2,Yes,11-12-2020 17:00,1,27,22,21.1498134,79.0820556
603,2020-01-29 01:00:00,01-26-2020 02:00,2020-01-26 17:23:00,Mumbai,287,15,41,F,Knife,Violent Crime,6,Yes,09-07-2020 01:00,1,29,17,19.054999,72.8692035
606,2020-01-27 12:00:00,01-26-2020 05:00,2020-01-26 22:18:00,Chennai,459,4,20,F,Explosives,Other Crime,5,Yes,09-03-2020 12:00,1,27,22,13.0836939,80.270186
607,2020-01-27 15:00:00,01-26-2020 06:00,2020-01-26 17:37:00,Delhi,486,15,15,F,Poison,Violent Crime,3,Yes,05-04-2020 15:00,1,27,17,28.6138954,77.2090057
610,2020-01-26 13:00:00,01-26-2020 09:00,2020-01-26 10:59:00,Mumbai,232,7,38,F,Knife,Other Crime,15,Yes,08-03-2020 13:00,1,26,10,19.054999,72.8692035
612,2020-01-28 14:00:00,01-26-2020 11:00,2020-01-26 16:22:00,Pune,514,9,32,F,Other,Other Crime,6,Yes,28-03-2020 14:00,1,28,16,18.5213738,73.8545071
614,2020-01-27 12:00:00,01-26-2020 13:00,2020-01-26 16:30:00,Indore,511,8,25,F,Other,Fire Accident,17,Yes,01-04-2020 12:00,1,27,16,22.7203616,75.8681996
615,2020-01-28 10:00:00,01-26-2020 14:00,2020-01-26 15:00:00,Mumbai,253,7,46,F,Poison,Other Crime,3,Yes,10-03-2020 10:00,1,28,15,19.054999,72.8692035
616,2020-01-28 14:00:00,01-26-2020 15:00,2020-01-27 14:06:00,Pune,329,6,70,F,Explosives,Other Crime,11,Yes,15-02-2020 14:00,1,28,14,18.5213738,73.8545071
618,2020-01-27 03:00:00,01-26-2020 17:00,2020-01-27 16:03:00,Delhi,461,6,42,F,Poison,Other Crime,3,Yes,28-02-2020 03:00,1,27,16,28.6138954,77.2090057
620,2020-01-29 15:00:00,01-26-2020 19:00,2020-01-27 05:49:00,Delhi,400,7,34,F,Firearm,Other Crime,9,Yes,02-03-2020 15:00,1,29,5,28.6138954,77.2090057
622,2020-01-27 18:00:00,01-26-2020 21:00,2020-01-27 03:18:00,Mumbai,489,12,77,F,Firearm,Other Crime,11,Yes,20-03-2020 18:00,1,27,3,19.054999,72.8692035
623,2020-01-27 23:00:00,01-26-2020 22:00,2020-01-27 09:09:00,Bhopal,399,5,48,F,Blunt Object,Violent Crime,14,Yes,19-04-2020 23:00,1,27,9,23.2584857,77.401989
628,2020-01-27 14:00:00,01-27-2020 03:00,2020-01-27 22:52:00,Ahmedabad,187,10,12,M,Poison,Other Crime,12,Yes,11-12-2020 14:00,1,27,22,23.0215374,72.5800568
633,2020-01-29 09:00:00,01-27-2020 08:00,2020-01-27 21:26:00,Agra,267,4,60,F,Knife,Other Crime,8,Yes,11-04-2020 09:00,1,29,21,27.1752554,78.0098161
635,2020-01-29 23:00:00,01-27-2020 10:00,2020-01-27 11:07:00,Chennai,379,17,28,F,Knife,Other Crime,10,Yes,24-02-2020 23:00,1,29,11,13.0836939,80.270186
639,2020-01-28 08:00:00,01-27-2020 14:00,2020-01-27 20:45:00,Kolkata,470,5,37,F,Explosives,Violent Crime,11,Yes,15-03-2020 08:00,1,28,20,22.5726459,88.3638953
644,2020-01-30 12:00:00,01-27-2020 19:00,2020-01-28 06:21:00,Chennai,570,3,77,M,Poison,Other Crime,3,Yes,21-03-2020 12:00,1,30,6,13.0836939,80.270186
645,2020-01-30 18:00:00,01-27-2020 20:00,2020-01-28 18:11:00,Hyderabad,129,1,43,F,Other,Violent Crime,13,Yes,22-03-2020 18:00,1,30,18,17.360589,78.4740613
646,2020-01-29 00:00:00,01-27-2020 21:00,2020-01-28 16:45:00,Hyderabad,529,1,37,F,Knife,Violent Crime,16,Yes,05-04-2020 00:00,1,29,16,17.360589,78.4740613
647,2020-01-30 11:00:00,01-27-2020 22:00,2020-01-28 13:26:00,Indore,404,4,11,F,Other,Other Crime,2,Yes,14-03-2020 11:00,1,30,13,22.7203616,75.8681996
648,2020-01-30 10:00:00,01-27-2020 23:00,2020-01-28 20:14:00,Ghaziabad,221,11,22,F,Poison,Violent Crime,4,Yes,28-03-2020 10:00,1,30,20,28.7749966,77.4586967
650,2020-01-29 07:00:00,01-28-2020 01:00,2020-01-28 19:13:00,Hyderabad,203,10,57,F,Poison,Other Crime,6,Yes,28-11-2021 07:00,1,29,19,17.360589,78.4740613
651,2020-01-28 06:00:00,01-28-2020 02:00,2020-01-28 05:13:00,Chennai,431,19,62,M,Knife,Other Crime,9,Yes,10-02-2020 06:00,1,28,5,13.0836939,80.270186
655,2020-01-30 11:00:00,01-28-2020 06:00,2020-01-29 03:24:00,Kanpur,495,7,30,M,Knife,Other Crime,6,Yes,09-03-2020 11:00,1,30,3,26.4609135,80.3217588
656,2020-01-30 11:00:00,01-28-2020 07:00,2020-01-28 08:43:00,Kolkata,293,16,68,F,Explosives,Violent Crime,14,Yes,09-10-2021 11:00,1,30,8,22.5726459,88.3638953
659,2020-01-29 03:00:00,01-28-2020 10:00,2020-01-28 16:40:00,Kolkata,264,11,70,F,Other,Violent Crime,17,Yes,16-02-2020 03:00,1,29,16,22.5726459,88.3638953
663,2020-01-29 05:00:00,01-28-2020 14:00,2020-01-28 14:21:00,Kolkata,544,1,33,F,Poison,Violent Crime,10,Yes,07-03-2020 05:00,1,29,14,22.5726459,88.3638953
665,2020-01-29 02:00:00,01-28-2020 16:00,2020-01-29 15:07:00,Ghaziabad,168,17,54,F,Other,Other Crime,19,Yes,13-02-2020 02:00,1,29,15,28.7749966,77.4586967
666,2020-01-29 09:00:00,01-28-2020 17:00,2020-01-29 00:04:00,Delhi,371,2,32,F,Poison,Other Crime,3,Yes,19-06-2020 09:00,1,29,0,28.6138954,77.2090057
668,2020-01-29 01:00:00,01-28-2020 19:00,2020-01-29 12:27:00,Delhi,386,20,43,F,Explosives,Violent Crime,4,Yes,27-04-2020 01:00,1,29,12,28.6138954,77.2090057
